stim_tap,player_tap
24.5901880264282,25.6738972663879
26.7333390712738,27.8258938789368
28.8183219432831,29.802906036377
30.8207840919495,31.954745054245
32.8964469432831,33.9638600349426
34.9121520519257,36.0370008945465
37.135999917984,38.2528829574585
39.3343081474304,40.4051592350006
41.6586720943451,43.0690960884094
44.0811319351196,45.1901049613953
46.2575399875641,47.3590540885925
48.3680901527405,49.4480719566345
50.2904741764069,51.3771550655365
52.4556450843811,53.5612690448761
54.3955891132355,55.4899590015411
56.7042660713196,57.8502240180969
58.7274529933929,59.8431248664856
60.9725742340088,62.1062631607056
63.054160118103,64.0992522239685
65.1784300804138,66.2988910675049
67.2597231864929,68.3870761394501
69.5195610523224,70.6446521282196
