player_id,timestamp,turn,se,predicted_interval
stim,20.5016660690308,1,,
player,21.4801862239838,1,-0.978520154953003,2.00008716359338
stim,23.4805221557617,2,,
player,24.5613532066345,2,0.459752440452576,1.14279946410201
stim,25.704421043396,3,,
player,26.8112881183624,3,0.018100380897522,1.05209383331111
stim,27.8634872436523,4,,
player,28.9330670833588,4,-0.00869035720825195,1.13782689430444
stim,30.0710182189941,5,,
player,31.2481451034546,5,-0.0195878744125366,1.17801451626724
stim,32.426253080368,6,,
player,33.5612320899963,6,0.0215644836425781,1.34311263885848
stim,34.9047219753265,7,,
player,36.0826480388641,7,0.0827819108963013,0.993967957313406
stim,37.0769848823547,8,,
player,38.1561441421509,8,-0.042411208152771,1.07710939981259
stim,39.2335510253906,9,,
player,40.3744461536407,9,-0.031744122505188,1.04716772427877
stim,41.421715259552,10,,
player,42.4975130558014,10,-0.0142643451690674,0.857999592866086
stim,43.3558311462402,11,,
player,44.4273340702057,11,-0.106592416763306,1.0124316812679
stim,45.4400250911713,12,,
player,46.5502700805664,12,-0.0487769842147827,0.876231136478648
stim,47.4267768859863,13,,
player,48.4970080852509,13,-0.0968621969223022,1.14290297177633
stim,49.6400401592255,14,,
player,50.6498980522156,14,0.0665870904922485,0.961101317047098
stim,51.6110911369324,15,,
player,52.6448559761047,15,-0.0362858772277832,1.05900589872378
stim,53.7041199207306,16,,
player,54.7834730148315,16,-0.0100445747375488,0.992109219868777
stim,55.7758300304413,17,,
player,56.8105039596558,17,-0.0211584568023682,1.07541985962303
stim,57.8860478401184,18,,
player,58.94859790802,18,0.00649690628051758,0.98217041914258
stim,59.9308800697327,19,,
player,60.9760479927063,19,-0.0314428806304932,1.09063328143517
stim,62.066801071167,20,,
