stim_tap,player_tap
2.01333403587341,3.28022503852844
4.01595902442932,5.38249492645264
6.02315521240234,7.47387313842773
8.05099582672119,9.42019009590149
10.0656561851501,11.4861350059509
12.0701689720154,13.5017640590668
14.0809018611908,15.5159909725189
16.0970010757446,17.6739130020142
18.1008298397064,19.3598771095276
20.1179151535034,21.2574901580811
21.6584069728851,22.7890830039978
23.5993881225586,24.8013961315155
25.518895149231,26.8463971614838
27.6203179359436,28.6305201053619
29.3068461418152,30.4085540771484
31.134800195694,32.3054950237274
33.0423910617828,34.3212931156158
35.0770900249481,36.3124639987946
37.0551719665527,38.3296022415161
39.0895612239838,40.4151542186737
41.1772520542145,42.4137060642242
43.158262014389,44.4756770133972
45.2380459308624,46.3362472057343
47.0459461212158,48.1032829284668
48.8145730495453,49.9268159866333
50.6447019577026,51.8160889148712
52.5587592124939,53.7917230129242
54.5341420173645,55.7804350852966
56.5280070304871,57.9987859725952
58.8064250946045,60.1736390590668
60.941722869873,62.2437601089478
62.9956068992615,64.345584154129
65.1149289608002,66.5180790424347
67.2953560352325,68.6839029788971
