player_id,timestamp,turn,se,predicted_interval
stim,21.5089299678802,1,,
player,23.0427248477936,1,-1.53379487991333,2.76884060231353
stim,25.8117179870605,2,,
player,28.3415641784668,2,0.119573473930359,1.6455505148448
stim,29.9873099327087,3,,
player,31.1675398349762,3,0.232757925987244,1.46862883836897
stim,32.6363418102264,4,,
player,33.7844338417053,4,0.160354971885681,1.23603527596869
stim,35.0207860469818,5,,
player,36.1976840496063,5,0.0297271013259888,1.28713732389888
stim,37.4851689338684,6,,
player,38.7165851593018,6,0.0280343294143677,1.08407292257149
stim,39.8009638786316,7,,
player,40.8717470169067,7,0.00679779052734375,0.996423001186459
stim,41.8684921264648,8,,
player,42.9146239757538,8,-0.0246933698654175,0.980417739579321
stim,43.8955030441284,9,,
player,44.9574069976807,9,-0.0405124425888062,1.16234773535228
stim,46.1200149059296,10,,
player,47.1446280479431,10,0.0689973831176758,1.07753825595601
stim,48.2222499847412,11,,
player,49.298143863678,11,0.000864028930664062,1.06693044096911
stim,50.365170955658,12,,
player,51.3896160125732,12,0.0212910175323486,1.21948123754058
stim,52.6091918945312,13,,
player,53.9106929302216,13,-0.0409625768661499,1.10389422559704
stim,55.0149080753326,14,,
player,56.1775121688843,14,-0.0291944742202759,1.0912639425466
stim,57.2690441608429,15,,
player,58.3645169734955,15,-0.00197041034698486,1.22561858440736
stim,59.5903890132904,16,,
player,60.9023652076721,16,-0.043052077293396,0.984914792392713
stim,61.8873651027679,17,,
player,62.9769179821014,17,-0.0522764921188354,1.13425412985329
stim,64.1112630367279,18,,
player,65.1959228515625,18,0.0248426198959351,1.1431319320998
stim,66.3391628265381,19,,
player,67.5105278491974,19,-0.0140625238418579,1.03285367567312
stim,68.5434558391571,20,,
