player_id,timestamp,turn,se,predicted_interval
stim,20.5012948513031,1,,
player,21.4839208126068,1,0,1.10984246178886
stim,22.594251871109,2,,
player,23.622142791748,2,0.0412200689315796,0.951602772255446
stim,24.5741279125214,3,,
player,25.6646537780762,3,-0.0692703723907471,1.07950424696938
stim,26.7445178031921,4,,
player,27.8347909450531,4,-0.00520455837249756,0.803132085466801
stim,28.6381800174713,5,,
player,29.5428397655487,5,-0.0506353378295898,0.981393040154808
stim,30.5245199203491,6,,
player,31.5847988128662,6,-0.0392993688583374,0.93817294223758
stim,32.5232110023499,7,,
player,33.5947029590607,7,-0.0665398836135864,0.869398505167677
stim,34.4643778800964,8,,
player,35.4947009086609,8,-0.0803240537643433,1.08455415332778
stim,36.5795049667358,9,,
player,37.6004390716553,9,0.0319349765777588,1.05465602073592
stim,38.6551737785339,10,,
player,39.7384729385376,10,-0.0142822265625,1.02858806381267
stim,40.7671718597412,11,,
player,41.8626990318298,11,-0.0334141254425049,0.892615376686714
stim,42.7554280757904,12,,
player,43.7920429706573,12,-0.071942925453186,1.14256237839899
stim,44.9347157478333,13,,
player,45.9945418834686,13,0.0414233207702637,1.05935136306092
stim,47.0539929866791,14,,
player,48.0991680622101,14,0.00713801383972168,0.992178859264414
stim,49.0914618968964,15,,
player,50.2215218544006,15,-0.0688830614089966,1.02749428151363
stim,51.2491219043732,16,,
player,52.360337972641,16,-0.041808009147644,1.00004342792368
stim,53.3604791164398,17,,
player,54.4185318946838,17,-0.0289558172225952,0.851381313740451
stim,55.2700588703156,18,,
player,56.2372229099274,18,-0.0578185319900513,0.99958278572587
stim,57.236918926239,19,,
player,58.2472591400146,19,-0.00532209873199463,0.943809874667935
stim,59.1911728382111,20,,
