player_id,timestamp,turn,se,predicted_interval
stim,20.5015740394592,1,,
player,21.465409040451,1,0,1.07393631236045
stim,22.5397169589996,2,,
player,23.5719759464264,2,0.0210244655609131,1.1606765455177
stim,24.7329611778259,3,,
player,25.806037902832,3,0.0439542531967163,0.958928073504964
stim,26.7652468681335,4,,
player,27.7040159702301,4,0.010219931602478,0.767364810465979
stim,28.4714748859406,5,,
player,29.3630359172821,5,-0.0620510578155518,0.913411606757427
stim,30.2765598297119,6,,
player,31.199814081192,6,-0.00486516952514648,1.1340790289639
stim,32.3339960575104,7,,
player,33.3529748916626,7,0.0576015710830688,0.883372472004078
stim,34.2364420890808,8,,
player,35.1887788772583,8,-0.0344347953796387,1.0921642371337
stim,36.2810509204865,9,,
player,37.2941911220551,9,0.0395659208297729,1.00451441116114
stim,38.2988240718842,10,,
player,39.3212769031525,10,-0.00890994071960449,1.13745914438859
stim,40.4588189125061,11,,
player,41.506129026413,11,0.0451159477233887,0.794162624922006
stim,42.3006348609924,12,,
player,43.1651749610901,12,-0.0350171327590942,0.974213177919476
stim,44.1396858692169,13,,
player,45.1124680042267,13,0.000864386558532715,0.873594806831264
stim,45.9863290786743,14,,
player,46.883397102356,14,-0.0116034746170044,1.28641045266302
stim,48.1700739860535,15,,
player,49.3393130302429,15,0.0587189197540283,1.07450963438999
stim,50.4141891002655,16,,
player,51.4752378463745,16,0.00691366195678711,1.12995360482606
stim,52.6055159568787,17,,
player,53.6931161880493,17,0.021338939666748,0.885450419665005
stim,54.578840970993,18,,
player,55.5907030105591,18,-0.0630686283111572,0.948395786400758
stim,56.5392360687256,19,,
player,57.5215020179749,19,-0.0168664455413818,0.969147724692673
stim,58.4907460212708,20,,
