stim_tap,player_tap
6.00591993331909,7.5862147808075
8.00614595413208,9.6095769405365
10.0064289569855,11.5359671115875
12.0062308311462,13.5502948760986
14.0064570903778,15.6182909011841
16.0066239833832,17.5471937656403
18.00701379776,19.5394189357758
20.0072920322418,21.5623359680176
21.9065749645233,23.4271807670593
25.3571350574493,27.0430638790131
27.9657289981842,29.6724097728729
31.2451598644257,33.1299870014191
34.3802237510681,36.5232260227203
38.1647078990936,40.2830119132996
41.5509140491486,43.5342910289764
44.8578820228577,46.657078742981
47.858824968338,49.7951560020447
51.3173010349274,53.3960180282593
54.7626030445099,56.915846824646
58.395763874054,60.5477590560913
62.1315968036652,64.2278287410736
65.6191968917847,68.1797938346863
69.8902938365936,72.2738807201385
73.8759379386902,75.7470569610596
76.9077339172363,78.8038830757141
80.3488929271698,81.9888458251953
83.2260799407959,84.8888208866119
86.1832370758057,87.9157209396362
89.2624380588531,90.9898219108582
92.171669960022,93.9862859249115
95.2937290668488,96.949774980545
98.2407548427582,100.127639770508
