stim_tap,player_tap
2.00607109069824,3.71080303192139
4.0059700012207,5.58652496337891
6.00600600242615,7.61486411094666
8.00708389282227,9.57402610778809
10.0066859722137,11.5508191585541
12.0064618587494,13.5767958164215
14.0067739486694,15.6178479194641
16.0069780349731,17.5957891941071
18.0070459842682,19.6218359470367
20.007110118866,21.549830198288
22.1562438011169,23.9898321628571
25.5155711174011,27.625837802887
29.0045530796051,31.3575568199158
32.830169916153,35.0416522026062
36.808464050293,39.0914838314056
40.5385439395905,42.6946971416473
44.2933430671692,46.3145430088043
47.5262041091919,49.6159131526947
51.1147630214691,53.1556398868561
54.5056688785553,56.4717261791229
57.9967410564423,60.2333641052246
61.667809009552,63.6295409202576
65.0699799060822,66.8684799671173
67.9485569000244,69.8353731632233
71.3097140789032,73.3276550769806
74.62344789505,76.453339099884
77.6688349246979,79.4994060993195
80.963681936264,82.9125471115112
84.2892820835114,86.3075730800629
87.7378220558167,89.7342391014099
90.9902510643005,93.0354859828949
94.6490609645844,96.7344298362732
98.1114599704742,100.099408864975
101.481277227402,103.464589118958
