timestamp,sound_type,player
0.501500129699707,1,1
1.50093698501587,2,2
2.5005099773407,1,1
3.50122213363647,2,2
4.50087022781372,1,1
5.50133109092712,2,2
6.50048613548279,1,1
7.50107908248901,2,2
8.50104212760925,1,1
9.50092506408691,2,2
10.5002121925354,1,1
11.5006062984467,2,2
12.5010380744934,1,1
13.5008521080017,2,2
14.5007472038269,1,1
15.5005972385406,2,2
16.50039935112,1,1
17.500538110733,2,2
18.5010042190552,1,1
19.5010981559753,2,2
