stim_tap,player_tap
2.00595808029175,3.66065788269043
4.00585103034973,5.59068417549133
6.0061240196228,7.52055811882019
8.006343126297,9.6106641292572
10.0064508914948,11.588700056076
12.0067670345306,13.538290977478
14.0065639019012,15.608824968338
16.0068778991699,17.5386230945587
18.0070099830627,19.6753859519958
20.0074498653412,21.5594818592072
22.0152280330658,23.6017260551453
25.2479619979858,27.0166530609131
28.0099928379059,29.9356918334961
31.4795978069305,33.4295840263367
34.6561031341553,36.5398459434509
37.8766050338745,39.9695069789886
41.3385620117188,43.4624221324921
44.8931021690369,46.9235811233521
48.1295640468597,50.129487991333
51.7292070388794,53.7185568809509
55.0717940330505,57.0205810070038
58.4228858947754,60.3546011447906
61.7224199771881,63.5753190517426
64.8443119525909,66.8453121185303
68.4196259975433,70.3715448379517
71.6536102294922,73.5143949985504
74.8391110897064,76.7204661369324
78.2405009269714,80.1502280235291
81.4291179180145,83.2295591831207
84.5380001068115,86.4204859733582
87.7844569683075,89.6754341125488
90.9608159065247,92.9031398296356
94.2260801792145,96.0574870109558
97.670686006546,99.5129389762878
