stim_tap,player_tap
6.00582718849182,7.45152616500854
8.0060498714447,9.44243311882019
10.0060820579529,11.4816720485687
12.0062918663025,13.3614590167999
14.0067050457001,15.2739720344543
16.0065360069275,17.2323567867279
18.0066258907318,19.2885630130768
20.0091400146484,21.2328429222107
21.993668794632,23.2087559700012
24.6046650409698,25.7411930561066
26.7403581142426,27.9233181476593
29.018618106842,30.1071379184723
31.3050830364227,32.4168710708618
33.5104548931122,34.5836420059204
35.6930389404297,36.719712972641
37.8359470367432,38.8706459999084
39.9619431495667,41.0059449672699
41.9939889907837,43.0304360389709
44.1445109844208,45.1969399452209
46.2575981616974,47.283677816391
48.3192408084869,49.2918720245361
50.5363590717316,51.5846300125122
52.505115032196,53.5450429916382
54.6624670028687,55.6957020759583
56.6885781288147,57.6884970664978
58.6810328960419,59.6799368858337
60.7706758975983,61.7977669239044
62.8455080986023,63.9325618743896
65.2118639945984,66.2271997928619
67.1769511699677,68.1867060661316
69.2172250747681,70.2899038791656
71.5779111385345,72.5694148540497
