stim_tap,player_tap
6.00600099563599,7.58021807670593
8.00605893135071,9.60475397109985
10.0062420368195,11.5653817653656
12.0063798427582,13.5745158195496
14.0065948963165,15.6141748428345
16.0065829753876,17.5912349224091
18.0066900253296,19.5513529777527
20.0071189403534,21.592148065567
22.0848360061646,23.6964590549469
25.6249618530273,27.6344060897827
28.7143828868866,30.7111799716949
32.2949028015137,34.633505821228
36.108824968338,38.2997777462006
39.5706679821014,41.7743849754333
43.3030550479889,45.3939161300659
46.6015939712524,48.7724947929382
50.4444239139557,52.4706380367279
53.6653640270233,55.6273050308228
57.1272048950195,59.071760892868
60.3459489345551,62.1801199913025
63.5965020656586,65.5919919013977
66.9275000095367,69.4336018562317
71.1739659309387,73.6739180088043
75.2341349124908,77.628910779953
79.323940038681,81.6309127807617
83.0239470005035,85.4101870059967
86.7993021011353,89.0448989868164
90.496328830719,92.8229930400848
94.5025010108948,96.8084149360657
98.1208879947662,100.444095849991
102.151847839355,104.318246841431
105.666374921799,107.699599742889
